布靡そ絪腹,笲そ絪腹,腹,布贺絪腹,布贺絏,隔絬そ隔絪腹,诀絪腹,ó腹,ó丁(),璸禣(),璸禣(),ó丁(),璸禣(),璸禣(),ユ龟Ι,﹍布基,纔磃布基,纔磃肂
EasyCard,47000,1619251432,1,穛ρ1布,1133,227,430-FQ,2017/9/29 11:19,2,浆,2017/9/29 11:51,10,穝,27,30,27,3
EasyCard,47000,1619291368,3,稲み布,1133,134,426-FQ,2017/9/21 14:51,10,穝,2017/9/21 14:59,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,142,978-FW,2017/9/5 14:51,10,穝,2017/9/5 14:57,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,142,978-FW,2017/9/15 14:48,10,穝,2017/9/15 14:57,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,175,493-FQ,2017/9/26 14:47,10,穝,2017/9/26 14:55,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,219,919-FW,2017/9/23 14:53,10,穝,2017/9/23 15:02,11,碔,11,12,11,1
EasyCard,47000,1619291368,3,稲み布,1133,280,925-FW,2017/9/27 14:47,10,穝,2017/9/27 14:55,11,碔,11,12,11,1
EasyCard,47000,1619484648,1,穛ρ1布,1133,151,948-FW,2017/9/30 15:17,9,╭狶,2017/9/30 15:53,0,浆ó,33,38,33,5
EasyCard,47000,1619543784,1,穛ρ1布,1133,111,420-FQ,2017/9/1 11:06,0,浆ó,2017/9/1 11:25,3,古ń,14,16,14,2
EasyCard,47000,1619555560,3,稲み布,1133,189,427-FQ,2017/9/21 10:39,0,浆ó,2017/9/21 12:54,17,ぱ不,78,89,78,11
EasyCard,47000,1619555560,3,稲み布,1133,189,427-FQ,2017/9/21 13:54,17,ぱ不,2017/9/21 16:04,0,浆ó,78,89,78,11
EasyCard,47000,1619576040,1,穛ρ1布,1133,280,925-FW,2017/9/7 13:48,0,浆ó,2017/9/7 15:40,17,ぱ不,78,89,78,11
EasyCard,47000,1619576040,1,穛ρ1布,1133,280,925-FW,2017/9/27 13:35,0,浆ó,2017/9/27 16:26,17,ぱ不,78,89,78,11
EasyCard,47000,1619576040,1,穛ρ1布,1133,280,925-FW,2017/9/27 16:27,17,ぱ不,2017/9/27 18:40,0,浆ó,78,89,78,11
EasyCard,47000,161961455,0,布,1141,135,927-FW,2017/9/9 19:21,0,浆ó,2017/9/9 19:26,0,浆ó,21,24,21,3
EasyCard,47000,1619799784,1,穛ρ1布,1133,134,426-FQ,2017/9/21 14:03,0,浆ó,2017/9/21 15:00,12,び緗徽,44,50,44,6
EasyCard,47000,1619916776,1,穛ρ1布,1126,212,938-FW,2017/9/22 06:31,0,浆ó,2017/9/22 09:20,20,﹁腳,80,91,80,11
EasyCard,47000,1619916776,1,穛ρ1布,1126,212,938-FW,2017/9/22 09:22,22,秽,2017/9/22 11:39,2,浆,81,93,81,12
EasyCard,47000,1619916776,1,穛ρ1布,1133,219,919-FW,2017/9/15 10:41,0,浆ó,2017/9/15 12:44,17,ぱ不,78,89,78,11
EasyCard,47000,1619916776,1,穛ρ1布,1133,219,919-FW,2017/9/15 13:59,17,ぱ不,2017/9/15 15:53,0,浆ó,78,89,78,11
EasyCard,47000,1620039912,1,穛ρ1布,1133,134,428-FQ,2017/9/5 10:44,0,浆ó,2017/9/5 10:58,0,浆ó,11,12,11,1
EasyCard,47000,1620095464,1,穛ρ1布,1133,206,977-FW,2017/9/6 14:19,2,浆,2017/9/6 14:25,3,古ń,11,12,11,1
EasyCard,47000,1620202728,1,穛ρ1布,1133,247,952-FW,2017/9/4 16:27,0,浆ó,2017/9/4 16:28,17,ぱ不,78,89,78,11
EasyCard,47000,1620202728,1,穛ρ1布,1133,247,952-FW,2017/9/4 16:36,17,ぱ不,2017/9/4 18:02,1,盵,70,80,70,10
EasyCard,47000,1620260584,1,穛ρ1布,1133,206,977-FW,2017/9/6 13:41,0,浆ó,2017/9/6 16:25,17,ぱ不,78,89,78,11
EasyCard,47000,1620260584,1,穛ρ1布,1133,206,977-FW,2017/9/6 16:27,17,ぱ不,2017/9/6 18:45,0,浆ó,78,89,78,11
EasyCard,47000,1620314088,1,穛ρ1布,1133,105,950-FW,2017/9/4 10:50,0,浆ó,2017/9/4 12:01,11,碔,43,48,43,5
EasyCard,47000,1620347624,1,穛ρ1布,1141,135,927-FW,2017/9/26 14:52,28,冰,2017/9/26 14:53,28,冰,11,12,11,1
EasyCard,47000,1620347624,1,穛ρ1布,1141,135,927-FW,2017/9/26 16:19,24,拉,2017/9/26 19:01,0,浆ó,149,170,149,21
EasyCard,47000,1620367080,3,稲み布,1133,280,925-FW,2017/9/7 13:48,0,浆ó,2017/9/7 15:40,17,ぱ不,78,89,78,11
EasyCard,47000,1620431848,3,稲み布,1133,280,925-FW,2017/9/27 14:24,4,0き洛皘,2017/9/27 14:47,10,穝,21,24,21,3
EasyCard,47000,1620728296,3,稲み布,1141,135,927-FW,2017/9/5 09:06,2,浆,2017/9/5 09:15,5,瓾,11,12,11,1
EasyCard,47000,1620728296,3,稲み布,1141,135,927-FW,2017/9/6 09:02,2,浆,2017/9/6 09:11,5,瓾,11,12,11,1
EasyCard,47000,1620728296,3,稲み布,1141,135,927-FW,2017/9/9 09:05,2,浆,2017/9/9 09:13,5,瓾,11,12,11,1
EasyCard,47000,1620728296,3,稲み布,1141,135,927-FW,2017/9/22 09:06,2,浆,2017/9/22 09:15,5,瓾,11,12,11,1
EasyCard,47000,1620786664,3,稲み布,1133,111,429-FQ,2017/9/26 10:41,0,浆ó,2017/9/26 10:58,0,浆ó,11,12,11,1
EasyCard,47000,1620786664,3,稲み布,1133,138,953-FW,2017/9/25 10:42,0,浆ó,2017/9/25 10:56,0,浆ó,11,12,11,1
EasyCard,47000,1620786664,3,稲み布,1133,144,951-FW,2017/9/7 10:57,0,浆ó,2017/9/7 11:21,2,浆,11,12,11,1
EasyCard,47000,1620786664,3,稲み布,1133,151,948-FW,2017/9/30 10:44,0,浆ó,2017/9/30 10:57,0,浆ó,11,12,11,1
EasyCard,47000,1620786664,3,稲み布,1133,219,919-FW,2017/9/15 10:44,0,浆ó,2017/9/15 11:10,2,浆,11,12,11,1
EasyCard,47000,1620786664,3,稲み布,1133,280,925-FW,2017/9/7 13:49,0,浆ó,2017/9/7 13:59,0,浆ó,11,12,11,1
EasyCard,47000,1621061352,1,穛ρ1布,1141,135,927-FW,2017/9/9 09:09,2,浆,2017/9/9 09:36,11,碔,30,34,30,4
EasyCard,47000,1621086184,1,穛ρ1布,1133,144,951-FW,2017/9/13 11:11,1,盵,2017/9/13 11:51,11,碔,35,39,35,4
EasyCard,47000,1621144389,0,布,1126,135,927-FW,2017/9/30 06:30,0,浆ó,2017/9/30 07:49,17,ぱ不,137,156,137,19
EasyCard,47000,1621144389,0,布,1141,135,927-FW,2017/9/18 17:55,17,ぱ不,2017/9/18 19:17,0,浆ó,137,156,137,19
EasyCard,47000,1621144389,0,布,1141,135,927-FW,2017/9/24 17:53,17,ぱ不,2017/9/24 19:21,0,浆ó,137,156,137,19
EasyCard,47000,1621616837,0,布,1133,123,955-FW,2017/9/19 16:00,5,瓾,2017/9/19 16:25,0,浆ó,16,38,33,5
EasyCard,47000,1621616837,0,布,1133,138,953-FW,2017/9/20 15:55,5,瓾,2017/9/20 16:19,0,浆ó,16,38,33,5
EasyCard,47000,1623212261,0,布,1141,135,927-FW,2017/9/5 08:38,0,浆ó,2017/9/5 08:48,0,浆ó,21,24,21,3
EasyCard,47000,1633991125,0,布,1133,227,430-FQ,2017/9/29 14:18,15,嘹也爵,2017/9/29 14:53,10,穝,28,65,57,8
EasyCard,47000,1639487925,0,布,1133,151,948-FW,2017/9/30 12:05,12,び緗徽,2017/9/30 12:19,15,嘹也爵,21,49,43,6
EasyCard,47000,1639554933,0,布,1133,151,948-FW,2017/9/30 12:05,12,び緗徽,2017/9/30 12:19,15,嘹也爵,21,49,43,6
EasyCard,47000,1641015061,0,布,1133,120,423-FQ,2017/9/22 11:25,2,浆,2017/9/22 12:14,11,碔,32,74,65,9
EasyCard,47000,1641015061,0,布,1133,189,427-FQ,2017/9/21 11:18,2,浆,2017/9/21 12:01,11,碔,32,74,65,9
EasyCard,47000,1643028938,0,布,1133,144,951-FW,2017/9/28 10:42,0,浆ó,2017/9/28 10:56,0,浆ó,10,24,21,3
EasyCard,47000,1643064997,0,布,1126,135,927-FW,2017/9/14 06:48,1,盵,2017/9/14 07:01,5,瓾,21,24,21,3
EasyCard,47000,1647091589,0,布,1133,142,978-FW,2017/9/13 17:21,13,琄爵,2017/9/13 18:34,0,浆ó,48,110,97,13
EasyCard,47000,1647615205,4,抄︸布(布),1133,111,429-FQ,2017/9/26 14:46,12,び緗徽,2017/9/26 15:40,0,浆ó,43,50,44,6
EasyCard,47000,1651086885,0,布,1133,206,977-FW,2017/9/10 15:06,12,び緗徽,2017/9/10 15:53,17,ぱ不,34,78,68,10
EasyCard,47000,1651086885,0,布,1133,206,977-FW,2017/9/10 16:39,17,ぱ不,2017/9/10 16:59,14,匪痐,23,53,46,7
EasyCard,47000,1651692981,0,布,1133,134,428-FQ,2017/9/5 10:44,0,浆ó,2017/9/5 11:19,2,浆,10,24,21,3
EasyCard,47000,1651692981,0,布,1133,189,427-FQ,2017/9/21 10:48,0,浆ó,2017/9/21 11:19,2,浆,10,24,21,3
EasyCard,47000,1652691205,0,布,1133,206,977-FW,2017/9/10 15:06,12,び緗徽,2017/9/10 15:53,17,ぱ不,34,78,68,10
EasyCard,47000,1652691205,0,布,1133,206,977-FW,2017/9/10 16:39,17,ぱ不,2017/9/10 16:59,14,匪痐,23,53,46,7
EasyCard,47000,1654193608,0,布,1141,135,927-FW,2017/9/20 08:38,0,浆ó,2017/9/20 09:02,2,浆,21,24,21,3
EasyCard,47000,1654414720,0,布,1141,135,927-FW,2017/9/6 17:38,17,ぱ不,2017/9/6 19:04,0,浆ó,137,156,137,19
EasyCard,47000,1655782357,0,布,1133,138,953-FW,2017/9/25 13:57,17,ぱ不,2017/9/25 14:18,15,嘹也爵,12,29,25,4
EasyCard,47000,1655901573,5,厩ネ布,1133,134,428-FQ,2017/9/5 12:07,12,び緗徽,2017/9/5 12:28,15,嘹也爵,21,49,43,6
EasyCard,47000,1656330805,5,厩ネ布,1133,134,428-FQ,2017/9/5 12:38,15,嘹也爵,2017/9/5 12:43,17,ぱ不,12,29,25,4
EasyCard,47000,1657214565,1,穛ρ1布,1133,247,952-FW,2017/9/22 13:44,0,浆ó,2017/9/22 14:05,0,浆ó,11,12,11,1
EasyCard,47000,1657836197,3,稲み布,1133,138,953-FW,2017/9/25 14:53,12,び緗徽,2017/9/25 15:01,10,穝,11,12,11,1
EasyCard,47000,1660410437,5,厩ネ布,1133,105,950-FW,2017/9/4 14:04,16,厚,2017/9/4 16:34,0,浆ó,74,170,149,21
EasyCard,47000,1662474357,0,布,1133,120,423-FQ,2017/9/22 10:49,0,浆ó,2017/9/22 11:11,0,浆ó,10,24,21,3
EasyCard,47000,1663335144,1,穛ρ1布,1133,138,953-FW,2017/9/20 10:39,0,浆ó,2017/9/20 12:45,17,ぱ不,78,89,78,11
EasyCard,47000,1663376872,1,穛ρ1布,1126,212,938-FW,2017/9/22 06:31,0,浆ó,2017/9/22 09:20,20,﹁腳,80,91,80,11
EasyCard,47000,1663376872,1,穛ρ1布,1126,212,938-FW,2017/9/22 09:22,22,秽,2017/9/22 11:44,1,盵,83,95,83,12
EasyCard,47000,1663426024,1,穛ρ1布,1133,111,420-FQ,2017/9/1 13:55,17,ぱ不,2017/9/1 16:02,0,浆ó,78,89,78,11
EasyCard,47000,1663426024,1,穛ρ1布,1133,111,420-FQ,2017/9/8 10:38,0,浆ó,2017/9/8 12:47,17,ぱ不,78,89,78,11
EasyCard,47000,1663426024,1,穛ρ1布,1133,111,420-FQ,2017/9/8 13:52,17,ぱ不,2017/9/8 15:57,0,浆ó,78,89,78,11
EasyCard,47000,1663426024,1,穛ρ1布,1133,111,420-FQ,2017/9/12 10:40,0,浆ó,2017/9/12 12:46,17,ぱ不,78,89,78,11
EasyCard,47000,1663426024,1,穛ρ1布,1133,111,420-FQ,2017/9/12 13:50,17,ぱ不,2017/9/12 16:31,0,浆ó,78,89,78,11
EasyCard,47000,1663426024,1,穛ρ1布,1133,111,429-FQ,2017/9/26 13:50,17,ぱ不,2017/9/26 15:53,0,浆ó,78,89,78,11
EasyCard,47000,1663744744,1,穛ρ1布,1141,135,927-FW,2017/9/29 08:38,0,浆ó,2017/9/29 08:52,0,浆ó,11,12,11,1
EasyCard,47000,1663872232,1,穛ρ1布,1133,280,925-FW,2017/9/7 14:19,0,浆ó,2017/9/7 14:55,17,ぱ不,78,89,78,11
EasyCard,47000,1664021736,1,穛ρ1布,1133,138,953-FW,2017/9/25 10:43,0,浆ó,2017/9/25 10:58,0,浆ó,11,12,11,1
EasyCard,47000,1664021736,1,穛ρ1布,1133,151,948-FW,2017/9/30 10:43,0,浆ó,2017/9/30 10:59,0,浆ó,11,12,11,1
EasyCard,47000,1664095464,1,穛ρ1布,1126,135,927-FW,2017/9/17 07:04,6,眃贾,2017/9/17 07:07,8,刺┮,11,12,11,1
EasyCard,47000,1664095464,1,穛ρ1布,1133,103,923-FW,2017/9/28 18:02,7,芖,2017/9/28 18:15,5,瓾,11,12,11,1
EasyCard,47000,1664095464,1,穛ρ1布,1133,105,950-FW,2017/9/4 11:13,0,浆ó,2017/9/4 11:44,7,芖,26,29,26,3
EasyCard,47000,1664095464,1,穛ρ1布,1133,111,420-FQ,2017/9/8 11:12,0,浆ó,2017/9/8 11:40,7,芖,26,29,26,3
EasyCard,47000,1664095464,1,穛ρ1布,1133,280,925-FW,2017/9/7 17:54,16,厚,2017/9/7 18:05,14,匪痐,21,23,21,2
EasyCard,47000,1664095464,1,穛ρ1布,1141,135,927-FW,2017/9/6 08:56,0,浆ó,2017/9/6 09:18,7,芖,24,28,24,4
EasyCard,47000,1664095464,1,穛ρ1布,1141,135,927-FW,2017/9/29 08:58,0,浆ó,2017/9/29 09:11,3,古ń,14,16,14,2
EasyCard,47000,1664136168,1,穛ρ1布,1126,135,927-FW,2017/9/21 11:46,3,古ń,2017/9/21 11:51,2,浆,11,12,11,1
EasyCard,47000,1664136168,1,穛ρ1布,1133,142,978-FW,2017/9/13 13:47,0,浆ó,2017/9/13 14:16,2,浆,11,12,11,1
EasyCard,47000,1664136168,1,穛ρ1布,1133,274,917-FW,2017/9/17 14:19,2,浆,2017/9/17 14:28,5,瓾,11,12,11,1
EasyCard,47000,1664136168,1,穛ρ1布,1133,279,931-FW,2017/9/25 13:48,0,浆ó,2017/9/25 14:12,17,ぱ不,78,89,78,11
EasyCard,47000,1665167080,1,穛ρ1布,1133,105,950-FW,2017/9/4 10:47,0,浆ó,2017/9/4 11:23,2,浆,11,12,11,1
EasyCard,47000,1665167080,1,穛ρ1布,1133,134,428-FQ,2017/9/5 10:40,0,浆ó,2017/9/5 11:18,2,浆,11,12,11,1
EasyCard,47000,1665214440,1,穛ρ1布,1133,138,953-FW,2017/9/20 10:41,0,浆ó,2017/9/20 11:01,0,浆ó,11,12,11,1
EasyCard,47000,1665529064,1,穛ρ1布,1141,135,927-FW,2017/9/22 08:56,0,浆ó,2017/9/22 09:19,6,眃贾,20,22,20,2
EasyCard,47000,1665717685,0,布,1141,135,927-FW,2017/9/26 16:19,24,拉,2017/9/26 17:52,17,ぱ不,161,183,161,22
EasyCard,47000,1667250421,0,布,1133,280,925-FW,2017/9/7 17:29,12,び緗徽,2017/9/7 18:25,0,浆ó,43,99,87,12
EasyCard,47000,1669411909,0,布,1133,120,423-FQ,2017/9/22 15:26,12,び緗徽,2017/9/22 16:43,0,浆ó,43,99,87,12
EasyCard,47000,1669552965,0,布,1133,205,949-FW,2017/9/17 11:55,10,穝,2017/9/17 12:27,15,嘹也爵,28,65,57,8
EasyCard,47000,1670050357,0,布,1133,144,951-FW,2017/9/18 10:41,0,浆ó,2017/9/18 10:58,0,浆ó,10,24,21,3
EasyCard,47000,1670555368,0,布,1133,182,496-FQ,2017/9/2 14:16,15,嘹也爵,2017/9/2 14:34,13,琄爵,16,37,33,4
EasyCard,47000,1676029928,1,穛ρ1布,1133,105,950-FW,2017/9/4 10:47,0,浆ó,2017/9/4 11:08,0,浆ó,11,12,11,1
EasyCard,47000,1676029928,1,穛ρ1布,1133,123,955-FW,2017/9/3 15:01,8,刺┮,2017/9/3 15:26,2,浆,19,22,19,3
EasyCard,47000,1676029928,1,穛ρ1布,1133,144,951-FW,2017/9/18 10:50,0,浆ó,2017/9/18 11:37,6,眃贾,20,22,20,2
EasyCard,47000,1676029928,1,穛ρ1布,1133,151,948-FW,2017/9/30 15:31,6,眃贾,2017/9/30 15:44,2,浆,11,12,11,1
EasyCard,47000,1676029928,1,穛ρ1布,1133,206,977-FW,2017/9/10 14:22,2,浆,2017/9/10 14:50,8,刺┮,19,22,19,3
EasyCard,47000,1676029928,1,穛ρ1布,1133,280,925-FW,2017/9/7 14:06,0,浆ó,2017/9/7 14:17,17,ぱ不,78,89,78,11
EasyCard,47000,1676029928,1,穛ρ1布,1141,135,927-FW,2017/9/5 09:07,2,浆,2017/9/5 09:33,10,穝,25,29,25,4
EasyCard,47000,1676029928,1,穛ρ1布,1141,135,927-FW,2017/9/16 09:05,2,浆,2017/9/16 09:17,6,眃贾,11,12,11,1
EasyCard,47000,1682169064,1,穛ρ1布,1141,135,927-FW,2017/9/16 08:55,0,浆ó,2017/9/16 09:02,2,浆,11,12,11,1
EasyCard,47000,1682174696,3,稲み布,1133,142,978-FW,2017/9/13 13:57,0,浆ó,2017/9/13 14:23,3,古ń,14,16,14,2
EasyCard,47000,1682226664,3,稲み布,1133,138,953-FW,2017/9/25 10:45,0,浆ó,2017/9/25 10:57,0,浆ó,11,12,11,1
EasyCard,47000,1682348008,1,穛ρ1布,1141,135,927-FW,2017/9/26 16:19,24,拉,2017/9/26 19:01,0,浆ó,149,170,149,21
EasyCard,47000,1682651112,1,穛ρ1布,1133,227,430-FQ,2017/9/29 10:51,0,浆ó,2017/9/29 11:19,2,浆,11,12,11,1
EasyCard,47000,1683620496,1,穛ρ1布,1133,111,429-FQ,2017/9/26 15:21,4,0き洛皘,2017/9/26 15:39,0,浆ó,15,17,15,2
EasyCard,47000,1684709608,3,稲み布,1133,111,420-FQ,2017/9/1 13:55,17,ぱ不,2017/9/1 16:02,0,浆ó,78,89,78,11
EasyCard,47000,1684709608,3,稲み布,1133,111,429-FQ,2017/9/26 13:50,17,ぱ不,2017/9/26 15:53,0,浆ó,78,89,78,11
EasyCard,47000,1685275624,1,穛ρ1布,1133,247,952-FW,2017/9/20 13:44,0,浆ó,2017/9/20 14:22,4,0き洛皘,15,17,15,2
EasyCard,47000,1685292776,5,厩ネ布,1133,175,938-FW,2017/9/14 14:38,12,び緗徽,2017/9/14 15:23,6,眃贾,24,54,48,6
EasyCard,47000,1685797096,1,穛ρ1布,1141,135,927-FW,2017/9/15 08:58,0,浆ó,2017/9/15 09:04,2,浆,11,12,11,1
EasyCard,47000,1685869288,1,穛ρ1布,1133,123,955-FW,2017/9/3 11:19,2,浆,2017/9/3 11:28,5,瓾,11,12,11,1
EasyCard,47000,1686293224,3,稲み布,1133,103,923-FW,2017/9/29 18:10,5,瓾,2017/9/29 18:49,0,浆ó,17,19,17,2
EasyCard,47000,1686293224,3,稲み布,1133,219,919-FW,2017/9/23 13:44,0,浆ó,2017/9/23 15:44,17,ぱ不,78,89,78,11
EasyCard,47000,1686293224,3,稲み布,1133,219,919-FW,2017/9/23 16:37,17,ぱ不,2017/9/23 18:42,0,浆ó,78,89,78,11
EasyCard,47000,1686302952,3,稲み布,1126,135,927-FW,2017/9/17 08:31,20,﹁腳,2017/9/17 10:22,0,浆ó,80,91,80,11
EasyCard,47000,1686486248,3,稲み布,1126,212,938-FW,2017/9/22 06:31,0,浆ó,2017/9/22 09:20,20,﹁腳,80,91,80,11
EasyCard,47000,1686486248,3,稲み布,1126,212,938-FW,2017/9/22 09:22,22,秽,2017/9/22 11:49,0,浆ó,91,104,91,13
EasyCard,47000,1686486248,3,稲み布,1133,219,919-FW,2017/9/15 10:40,0,浆ó,2017/9/15 12:44,17,ぱ不,78,89,78,11
EasyCard,47000,1686486248,3,稲み布,1133,219,919-FW,2017/9/15 13:58,17,ぱ不,2017/9/15 15:53,0,浆ó,78,89,78,11
EasyCard,47000,1686486248,3,稲み布,1133,280,925-FW,2017/9/7 13:48,0,浆ó,2017/9/7 15:40,17,ぱ不,78,89,78,11
EasyCard,47000,1686530024,1,穛ρ1布,1141,135,927-FW,2017/9/9 09:09,2,浆,2017/9/9 09:28,10,穝,25,29,25,4
EasyCard,47000,1686530024,1,穛ρ1布,1141,135,927-FW,2017/9/20 09:05,2,浆,2017/9/20 09:30,10,穝,25,29,25,4
EasyCard,47000,1686703336,1,穛ρ1布,1133,111,420-FQ,2017/9/8 11:08,0,浆ó,2017/9/8 11:34,6,眃贾,20,22,20,2
EasyCard,47000,1686703336,1,穛ρ1布,1141,135,927-FW,2017/9/6 09:12,5,瓾,2017/9/6 09:15,6,眃贾,11,12,11,1
EasyCard,47000,1686703336,1,穛ρ1布,1141,135,927-FW,2017/9/22 09:00,0,浆ó,2017/9/22 09:19,6,眃贾,20,22,20,2
EasyCard,47000,1686703336,1,穛ρ1布,1141,135,927-FW,2017/9/26 08:56,0,浆ó,2017/9/26 09:19,6,眃贾,20,22,20,2
EasyCard,47000,1687269864,1,穛ρ1布,1133,189,427-FQ,2017/9/21 15:34,2,浆,2017/9/21 15:46,0,浆ó,11,12,11,1
EasyCard,47000,1687664872,3,稲み布,1133,175,493-FQ,2017/9/24 11:20,2,浆,2017/9/24 12:44,17,ぱ不,68,77,68,9
EasyCard,47000,1687664872,3,稲み布,1133,175,493-FQ,2017/9/24 14:25,17,ぱ不,2017/9/24 16:14,6,眃贾,58,66,58,8
EasyCard,47000,1687770088,1,穛ρ1布,1133,280,925-FW,2017/9/7 13:48,0,浆ó,2017/9/7 15:40,17,ぱ不,78,89,78,11
EasyCard,47000,1687770088,1,穛ρ1布,1133,280,925-FW,2017/9/27 13:35,0,浆ó,2017/9/27 16:26,17,ぱ不,78,89,78,11
EasyCard,47000,1687770088,1,穛ρ1布,1133,280,925-FW,2017/9/27 16:27,17,ぱ不,2017/9/27 18:40,0,浆ó,78,89,78,11
EasyCard,47000,1687778280,1,穛ρ1布,1133,120,423-FQ,2017/9/22 11:15,0,浆ó,2017/9/22 11:34,3,古ń,14,16,14,2
EasyCard,47000,1692737952,5,厩ネ布,1133,274,917-FW,2017/9/17 17:18,12,び緗徽,2017/9/17 18:24,0,浆ó,43,99,87,12
EasyCard,47000,1716042472,1,穛ρ1布,1126,135,927-FW,2017/9/17 10:15,1,盵,2017/9/17 10:34,0,浆ó,11,12,11,1
EasyCard,47000,1716042472,1,穛ρ1布,1141,135,927-FW,2017/9/29 08:46,0,浆ó,2017/9/29 09:02,1,盵,11,12,11,1
EasyCard,47000,1716050664,1,穛ρ1布,1133,175,938-FW,2017/9/14 10:58,0,浆ó,2017/9/14 11:09,0,浆ó,11,12,11,1
EasyCard,47000,1718266422,4,抄︸布(布),1133,247,952-FW,2017/9/2 13:49,0,浆ó,2017/9/2 14:01,0,浆ó,10,12,11,1
EasyCard,47000,1725949334,0,布,1133,151,948-FW,2017/9/30 15:51,1,盵,2017/9/30 15:59,0,浆ó,10,24,21,3
EasyCard,47000,1725949334,0,布,1133,279,931-FW,2017/9/30 13:50,0,浆ó,2017/9/30 14:08,1,盵,10,24,21,3
EasyCard,47000,1728835899,5,厩ネ布,1126,135,927-FW,2017/9/17 07:16,10,穝,2017/9/17 07:32,14,匪痐,33,38,33,5
EasyCard,47000,1729085291,8,担布,1133,103,923-FW,2017/9/29 13:47,0,浆ó,2017/9/29 13:57,0,浆ó,11,12,11,1
EasyCard,47000,177770209,0,布,1133,105,950-FW,2017/9/4 10:47,0,浆ó,2017/9/4 11:07,0,浆ó,10,24,21,3
EasyCard,47000,1784792296,1,穛ρ1布,1126,212,938-FW,2017/9/22 06:31,0,浆ó,2017/9/22 09:20,20,﹁腳,80,91,80,11
EasyCard,47000,1784792296,1,穛ρ1布,1126,212,938-FW,2017/9/22 09:22,22,秽,2017/9/22 11:53,0,浆ó,91,104,91,13
EasyCard,47000,1788952352,1,穛ρ1布,1133,144,951-FW,2017/9/7 14:04,16,厚,2017/9/7 14:17,14,匪痐,21,23,21,2
EasyCard,47000,1789233756,8,担布,1141,135,927-FW,2017/9/2 10:09,17,ぱ不,2017/9/2 10:30,20,﹁腳,12,13,12,1
EasyCard,47000,1789233756,8,担布,1141,135,927-FW,2017/9/13 17:19,20,﹁腳,2017/9/13 19:16,0,浆ó,80,91,80,11
EasyCard,47000,1789233756,8,担布,1141,135,927-FW,2017/9/15 10:19,17,ぱ不,2017/9/15 10:44,20,﹁腳,12,13,12,1
EasyCard,47000,1799472360,1,穛ρ1布,1133,144,951-FW,2017/9/13 11:08,0,浆ó,2017/9/13 11:17,2,浆,11,12,11,1
EasyCard,47000,1799576296,1,穛ρ1布,1126,135,927-FW,2017/9/1 07:22,10,穝,2017/9/1 07:29,13,琄爵,11,13,11,2
EasyCard,47000,1799576296,1,穛ρ1布,1133,144,951-FW,2017/9/7 11:11,0,浆ó,2017/9/7 12:01,11,碔,43,48,43,5
EasyCard,47000,1799576296,1,穛ρ1布,1133,151,948-FW,2017/9/30 10:57,0,浆ó,2017/9/30 11:51,10,穝,36,41,36,5
EasyCard,47000,1800242920,1,穛ρ1布,1133,219,919-FW,2017/9/23 13:45,0,浆ó,2017/9/23 13:53,0,浆ó,11,12,11,1
EasyCard,47000,1801348928,1,穛ρ1布,1133,123,955-FW,2017/9/19 14:02,17,ぱ不,2017/9/19 16:26,0,浆ó,78,89,78,11
EasyCard,47000,1801348928,1,穛ρ1布,1133,274,917-FW,2017/9/17 13:49,0,浆ó,2017/9/17 14:04,0,浆ó,11,12,11,1
EasyCard,47000,1805746619,0,布,1141,135,927-FW,2017/9/22 10:19,17,ぱ不,2017/9/22 13:05,28,冰,250,285,250,35
EasyCard,47000,1822991848,1,穛ρ1布,1133,189,427-FQ,2017/9/21 15:34,2,浆,2017/9/21 15:46,0,浆ó,11,12,11,1
EasyCard,47000,1824282336,0,布,1133,144,951-FW,2017/9/28 10:42,0,浆ó,2017/9/28 10:57,0,浆ó,10,24,21,3
EasyCard,47000,1829652200,3,稲み布,1141,135,927-FW,2017/9/9 08:38,0,浆ó,2017/9/9 09:32,10,穝,35,40,35,5
EasyCard,47000,1829652200,3,稲み布,1141,135,927-FW,2017/9/16 08:37,0,浆ó,2017/9/16 09:30,10,穝,35,40,35,5
EasyCard,47000,1835042288,4,抄︸布(布),1133,151,948-FW,2017/9/30 15:51,1,盵,2017/9/30 15:59,0,浆ó,10,12,11,1
EasyCard,47000,1835042288,4,抄︸布(布),1133,279,931-FW,2017/9/30 13:50,0,浆ó,2017/9/30 14:08,1,盵,10,12,11,1
EasyCard,47000,1835690160,0,布,1133,111,420-FQ,2017/9/12 10:42,0,浆ó,2017/9/12 11:28,5,瓾,16,38,33,5
EasyCard,47000,1835690160,0,布,1133,144,951-FW,2017/9/13 14:04,16,厚,2017/9/13 15:56,2,浆,65,148,130,18
EasyCard,47000,1837879016,1,穛ρ1布,1133,134,426-FQ,2017/9/21 13:57,0,浆ó,2017/9/21 14:14,2,浆,11,12,11,1
EasyCard,47000,1838564840,1,穛ρ1布,1126,135,927-FW,2017/9/1 10:47,2,浆,2017/9/1 11:07,0,浆ó,11,12,11,1
